# lat_deg,lat_min,long_deg,long_min,bearing,speed
42,16.59599918,-83,-44.29199426,96.02645492,0.01823558
42,16.59599918,-83,-44.29199417,95.91137428,0.01838235
42,16.59599917,-83,-44.29199407,95.31759949,0.01852865
42,16.59599916,-83,-44.29199397,94.3345563,0.01867684
42,16.59599916,-83,-44.29199388,95.57656535,0.01882544
42,16.59599914,-83,-44.29199368,95.96609763,0.01912271
42,16.59599913,-83,-44.29199358,95.73435653,0.0192719
42,16.59599913,-83,-44.29199348,94.36005356,0.01942067
42,16.59599912,-83,-44.29199338,95.691987,0.01956967
42,16.59599911,-83,-44.29199328,95.30103354,0.01971855
42,16.5959991,-83,-44.29199307,96.73241014,0.02001671
42,16.59599909,-83,-44.29199297,96.88664005,0.0201654
42,16.59599908,-83,-44.29199286,96.83068937,0.0203141
42,16.59599907,-83,-44.29199276,97.3629448,0.02046274
42,16.59599906,-83,-44.29199265,97.31864609,0.02061207
42,16.59599905,-83,-44.29199254,96.55341656,0.02076193
42,16.59599903,-83,-44.29199232,97.45259279,0.02106079
42,16.59599902,-83,-44.29199221,98.07748524,0.02120896
42,16.59599901,-83,-44.2919921,96.80436281,0.02135549
42,16.595999,-83,-44.29199199,97.26827192,0.02150189
42,16.59599898,-83,-44.29199188,98.48257996,0.02164802
42,16.59599896,-83,-44.29199165,98.50514644,0.02193652
42,16.59599895,-83,-44.29199154,97.83357609,0.02208052
42,16.59599894,-83,-44.29199142,96.59426208,0.02222455
42,16.59599892,-83,-44.2919913,97.38921746,0.02236909
42,16.59599891,-83,-44.29199119,98.03455951,0.02251618
42,16.5959989,-83,-44.29199107,98.79787864,0.02266488
42,16.59599887,-83,-44.29199083,99.95537967,0.02296037
42,16.59599885,-83,-44.29199071,101.0943307,0.0231081
42,16.59599883,-83,-44.2919906,101.3578236,0.0232561
42,16.59599881,-83,-44.29199047,102.3604294,0.02340327
42,16.5959988,-83,-44.29199035,101.5249448,0.02354984
42,16.59599876,-83,-44.29199011,101.2749243,0.02384468
42,16.59599874,-83,-44.29198998,100.1047487,0.02399292
42,16.59599873,-83,-44.29198986,99.5225412,0.02414157
42,16.59599872,-83,-44.29198973,98.18171449,0.02428886
42,16.59599871,-83,-44.29198961,97.40165706,0.0244371
42,16.59599869,-83,-44.29198948,97.30652206,0.02458598
42,16.59599867,-83,-44.29198922,96.81794448,0.0248818
42,16.59599866,-83,-44.29198909,98.00653912,0.02502898
42,16.59599864,-83,-44.29198896,98.13504038,0.02517684
42,16.59599863,-83,-44.29198883,98.5503855,0.02532479
42,16.59599861,-83,-44.2919887,99.44856465,0.02547361
42,16.59599858,-83,-44.29198843,99.79748362,0.02577189
42,16.59599856,-83,-44.2919883,100.7370293,0.0259215
42,16.59599854,-83,-44.29198817,101.6983985,0.02607055
42,16.59599852,-83,-44.29198803,100.5095679,0.0262185
42,16.5959985,-83,-44.2919879,100.1296285,0.02636599
42,16.59599848,-83,-44.29198776,101.4754413,0.02651384
42,16.59599844,-83,-44.29198749,100.6876084,0.02681171
42,16.59599842,-83,-44.29198736,101.9213894,0.02695956
42,16.5959984,-83,-44.29198722,101.7591509,0.02710744
42,16.59599838,-83,-44.29198708,100.4112181,0.02725597
42,16.59599836,-83,-44.29198694,101.2266665,0.02740521
42,16.59599831,-83,-44.29198666,103.7844177,0.02770485
42,16.59599828,-83,-44.29198653,104.0997753,0.02785439
42,16.59599826,-83,-44.29198639,104.8890723,0.02800275
42,16.59599823,-83,-44.29198625,104.0600936,0.02815134
42,16.5959982,-83,-44.29198611,104.8334443,0.02830064
42,16.59599818,-83,-44.29198597,103.727861,0.02844858
42,16.59599813,-83,-44.29198568,103.8146875,0.02874544
42,16.5959981,-83,-44.29198554,104.3867746,0.02889279
42,16.59599807,-83,-44.2919854,104.2431915,0.02903886
42,16.59599804,-83,-44.29198526,105.0302879,0.02918499
42,16.59599802,-83,-44.29198511,105.7967534,0.02933166
42,16.59599796,-83,-44.29198483,105.0069488,0.02962354
42,16.59599793,-83,-44.29198468,105.6778029,0.0297679
42,16.5959979,-83,-44.29198453,104.3500827,0.02991148
42,16.59599787,-83,-44.29198439,104.2327435,0.03005483
42,16.59599784,-83,-44.29198424,104.8438133,0.03019987
42,16.59599782,-83,-44.29198409,103.7773652,0.03034673
42,16.59599776,-83,-44.29198379,105.5464114,0.03064252
42,16.59599773,-83,-44.29198364,105.033518,0.03079226
42,16.5959977,-83,-44.29198349,104.8928586,0.03094195
42,16.59599767,-83,-44.29198333,104.1538299,0.03109173
42,16.59599764,-83,-44.29198318,105.2609805,0.0312405
42,16.59599758,-83,-44.29198287,103.4049695,0.03153465
42,16.59599755,-83,-44.29198272,104.3755596,0.03168095
42,16.59599752,-83,-44.29198256,105.5864599,0.03182604
42,16.59599749,-83,-44.29198241,105.6997558,0.03197198
42,16.59599745,-83,-44.29198225,105.8420213,0.03212011
42,16.59599742,-83,-44.29198209,106.365585,0.03226762
42,16.59599735,-83,-44.29198177,105.8851226,0.03255958
42,16.59599732,-83,-44.29198161,104.6603348,0.03270408
42,16.59599729,-83,-44.29198145,103.2388514,0.03285024
42,16.59599727,-83,-44.29198129,103.7206972,0.03299729
42,16.59599724,-83,-44.29198113,102.4145712,0.03314446
42,16.59599719,-83,-44.2919808,102.7523126,0.03344154
42,16.59599715,-83,-44.29198063,103.8136997,0.03359068
42,16.59599712,-83,-44.29198047,105.2281314,0.03373917
42,16.59599709,-83,-44.2919803,105.1434113,0.03388656
42,16.59599706,-83,-44.29198014,104.5082058,0.03403487
42,16.59599702,-83,-44.29197997,104.3028122,0.03418474
42,16.59599696,-83,-44.29197964,104.4692828,0.03448315
42,16.59599692,-83,-44.29197947,105.2864821,0.03463077
42,16.59599689,-83,-44.2919793,105.0821885,0.03477898
42,16.59599686,-83,-44.29197913,105.0899848,0.03492746
42,16.59599682,-83,-44.29197896,106.1411988,0.03507563
42,16.59599675,-83,-44.29197862,105.9816127,0.03537045
42,16.59599672,-83,-44.29197845,104.7317864,0.03551666
42,16.59599668,-83,-44.29197827,104.1293829,0.03566366
42,16.59599665,-83,-44.2919781,104.9485366,0.03581217
42,16.59599662,-83,-44.29197792,103.9404772,0.03596148
42,16.59599659,-83,-44.29197775,103.2670615,0.03610977
42,16.59599652,-83,-44.29197739,103.4695771,0.03640537
42,16.59599649,-83,-44.29197721,104.6022175,0.03655317
42,16.59599645,-83,-44.29197704,105.1224597,0.03670213
42,16.59599641,-83,-44.29197686,105.6939264,0.03685112
42,16.59599638,-83,-44.29197668,106.7355212,0.03699917
42,16.5959963,-83,-44.29197632,105.8168292,0.03729478
42,16.59599626,-83,-44.29197614,107.1021152,0.03744345
42,16.59599622,-83,-44.29197597,107.1975447,0.03759089
42,16.59599618,-83,-44.29197579,107.3721019,0.03773688
42,16.59599614,-83,-44.29197561,106.641378,0.03788329
42,16.59599609,-83,-44.29197543,107.3817742,0.03803208
42,16.59599601,-83,-44.29197506,108.0458098,0.0383301
42,16.59599596,-83,-44.29197488,108.2443188,0.0384775
42,16.59599591,-83,-44.2919747,109.4295547,0.0386257
42,16.59599586,-83,-44.29197452,110.0026657,0.03877461
42,16.59599581,-83,-44.29197434,110.2746835,0.03892267
42,16.59599571,-83,-44.29197398,110.6946398,0.03922074
42,16.59599566,-83,-44.2919738,111.9136549,0.03936865
42,16.5959956,-83,-44.29197362,113.0328602,0.03951659
42,16.59599554,-83,-44.29197344,114.3794603,0.03966443
42,16.59599548,-83,-44.29197326,113.3586794,0.03981269
42,16.59599543,-83,-44.29197308,112.7112723,0.03996136
42,16.59599532,-83,-44.29197271,112.3396742,0.04025895
42,16.59599526,-83,-44.29197253,113.5581605,0.04040808
42,16.5959952,-83,-44.29197235,114.0315661,0.04055629
42,16.59599514,-83,-44.29197216,113.1844754,0.04070521
42,16.59599508,-83,-44.29197198,113.1714523,0.04085421
42,16.59599496,-83,-44.2919716,113.0702465,0.04115314
42,16.5959949,-83,-44.29197142,112.6594156,0.04130223
42,16.59599484,-83,-44.29197123,112.1518079,0.04144993
42,16.59599478,-83,-44.29197104,113.4954084,0.04159693
42,16.59599473,-83,-44.29197085,112.6325292,0.04174538
42,16.59599467,-83,-44.29197066,112.3116736,0.04189525
42,16.59599456,-83,-44.29197027,111.4059196,0.04219283
42,16.5959945,-83,-44.29197008,111.5570776,0.04234106
42,16.59599444,-83,-44.29196988,111.1864274,0.04248854
42,16.59599439,-83,-44.29196969,110.7326903,0.04263688
42,16.59599434,-83,-44.29196949,110.3672005,0.04278561
42,16.59599423,-83,-44.29196909,108.8966283,0.04308361
42,16.59599418,-83,-44.29196889,109.024248,0.04323236
42,16.59599413,-83,-44.29196868,109.1605424,0.04338151
42,16.59599408,-83,-44.29196848,108.6937254,0.04353086
42,16.59599403,-83,-44.29196827,107.7206092,0.04367929
42,16.59599399,-83,-44.29196806,106.6410346,0.04382793
42,16.59599388,-83,-44.29196765,108.1408089,0.04412652
42,16.59599383,-83,-44.29196744,109.3228309,0.04427508
42,16.59599377,-83,-44.29196723,110.3975712,0.04442216
42,16.59599372,-83,-44.29196702,110.1484348,0.04456746
42,16.59599366,-83,-44.29196681,108.8783256,0.04471421
42,16.59599356,-83,-44.29196639,108.0571152,0.04501239
42,16.59599351,-83,-44.29196617,107.9166031,0.04515934
42,16.59599345,-83,-44.29196596,108.6810713,0.04530558
42,16.5959934,-83,-44.29196574,109.1249954,0.04545124
42,16.59599335,-83,-44.29196553,107.9314773,0.04559781
42,16.59599329,-83,-44.29196531,108.8535752,0.04574642
42,16.59599318,-83,-44.29196488,108.5597892,0.04604299
42,16.59599313,-83,-44.29196466,108.2384668,0.04619134
42,16.59599307,-83,-44.29196444,109.5546963,0.04634018
42,16.59599302,-83,-44.29196422,108.4472239,0.04648767
42,16.59599296,-83,-44.291964,108.9497439,0.04663571
42,16.59599285,-83,-44.29196356,108.1401651,0.0469345
42,16.5959928,-83,-44.29196334,108.791708,0.04708436
42,16.59599274,-83,-44.29196312,109.0293786,0.04723406
42,16.59599268,-83,-44.29196289,108.6992209,0.04738324
42,16.59599263,-83,-44.29196267,109.2585763,0.0475325
42,16.59599257,-83,-44.29196245,109.113619,0.04768146
42,16.59599246,-83,-44.291962,107.4559772,0.0479778
42,16.59599241,-83,-44.29196177,107.9407354,0.04812556
42,16.59599236,-83,-44.29196154,108.0632718,0.04827249
42,16.5959923,-83,-44.29196132,106.847041,0.04841908
42,16.59599225,-83,-44.29196109,108.0335521,0.04856653
42,16.59599213,-83,-44.29196063,108.7582408,0.04886248
42,16.59599208,-83,-44.29196041,108.8730546,0.04901035
42,16.59599201,-83,-44.29196018,109.4638829,0.0491584
42,16.59599195,-83,-44.29195995,110.4212861,0.04930691
42,16.59599189,-83,-44.29195972,109.4175927,0.04945445
42,16.59599184,-83,-44.29195948,108.8979184,0.04960138
42,16.59599172,-83,-44.29195902,108.5815391,0.04989678
42,16.59599166,-83,-44.29195878,108.7319628,0.05004354
42,16.59599161,-83,-44.29195855,107.945958,0.05019154
42,16.59599156,-83,-44.29195831,107.1108066,0.05034084
42,16.5959915,-83,-44.29195807,105.8833483,0.05048949
42,16.59599139,-83,-44.29195759,108.6364684,0.05078586
42,16.59599133,-83,-44.29195735,108.20019,0.05093313
42,16.59599128,-83,-44.29195711,106.8164158,0.05107905
42,16.59599123,-83,-44.29195686,105.5167079,0.05122574
42,16.59599118,-83,-44.29195662,105.0371238,0.05137318
42,16.59599113,-83,-44.29195637,105.8826328,0.05151986
42,16.59599102,-83,-44.29195589,107.2763022,0.05181591
42,16.59599096,-83,-44.29195564,107.2264849,0.05196528
42,16.59599091,-83,-44.29195539,106.1467126,0.05211422
42,16.59599086,-83,-44.29195514,104.8488584,0.05226327
42,16.59599082,-83,-44.29195489,104.3606718,0.05241287
42,16.59599072,-83,-44.29195439,103.8514846,0.05271067
42,16.59599068,-83,-44.29195413,103.3441333,0.05285943
42,16.59599064,-83,-44.29195388,102.1212294,0.05300735
42,16.59599059,-83,-44.29195362,103.232248,0.05315361
42,16.59599054,-83,-44.29195336,103.6822957,0.05329816
42,16.59599049,-83,-44.29195311,105.0172545,0.05344121
42,16.59599038,-83,-44.2919526,105.8129407,0.05373585
42,16.59599033,-83,-44.29195235,106.9374157,0.05388473
42,16.59599027,-83,-44.2919521,106.4487106,0.05403379
42,16.59599022,-83,-44.29195184,106.178471,0.05418318
42,16.59599016,-83,-44.29195158,106.7628316,0.05433191
42,16.59599003,-83,-44.29195107,107.9874655,0.05462575
42,16.59598997,-83,-44.29195081,108.2964259,0.05477382
42,16.59598991,-83,-44.29195056,107.3843776,0.05492339
42,16.59598985,-83,-44.29195029,107.5030384,0.05507282
42,16.59598979,-83,-44.29195003,106.8286429,0.05522104
42,16.59598973,-83,-44.29194977,106.7978217,0.05536732
42,16.59598961,-83,-44.29194925,107.7202326,0.05565999
42,16.59598955,-83,-44.29194898,106.4061563,0.05580725
42,16.59598949,-83,-44.29194872,107.1668291,0.05595494
42,16.59598943,-83,-44.29194845,107.6761492,0.05610392
42,16.59598937,-83,-44.29194819,106.9408517,0.05625304
42,16.59598926,-83,-44.29194765,105.60861,0.05655044
42,16.5959892,-83,-44.29194738,105.5369988,0.05669818
42,16.59598914,-83,-44.29194712,106.421714,0.05684633
42,16.59598908,-83,-44.29194685,107.5847578,0.05699536
42,16.59598901,-83,-44.29194658,108.7465282,0.05714452
42,16.59598894,-83,-44.29194632,109.8527809,0.05729334
42,16.59598878,-83,-44.29194579,111.3712904,0.05758929
42,16.5959887,-83,-44.29194552,111.5502589,0.05773827
42,16.59598862,-83,-44.29194526,112.743541,0.05788726
42,16.59598853,-83,-44.291945,113.5271876,0.05803657
42,16.59598845,-83,-44.29194474,114.9099201,0.05818605
42,16.59598827,-83,-44.29194422,114.3948378,0.05848516
42,16.59598818,-83,-44.29194395,115.1903856,0.05863489
42,16.59598809,-83,-44.29194369,114.4318044,0.05878451
42,16.595988,-83,-44.29194342,114.6999093,0.05893425
42,16.59598791,-83,-44.29194315,113.4396834,0.05908308
42,16.59598783,-83,-44.29194288,113.9256195,0.05923005
42,16.59598766,-83,-44.29194234,113.2564978,0.05952523
42,16.59598757,-83,-44.29194207,113.1442713,0.05967244
42,16.59598748,-83,-44.2919418,113.550974,0.05981849
42,16.59598739,-83,-44.29194152,113.6729466,0.05996623
42,16.59598731,-83,-44.29194125,113.1502604,0.06011515
42,16.59598713,-83,-44.2919407,113.9887669,0.06040909
42,16.59598703,-83,-44.29194043,114.1774595,0.06055693
42,16.59598694,-83,-44.29194016,115.3285446,0.06070678
42,16.59598684,-83,-44.29193989,115.6134352,0.06085595
42,16.59598674,-83,-44.29193961,116.2581618,0.0610049
42,16.59598663,-83,-44.29193934,117.5904109,0.06115431
42,16.59598642,-83,-44.2919388,118.9243658,0.06145089
42,16.59598631,-83,-44.29193853,117.4971384,0.06159973
42,16.5959862,-83,-44.29193826,118.5221534,0.06174945
42,16.59598609,-83,-44.29193799,118.559208,0.0618991
42,16.59598598,-83,-44.29193773,119.9559666,0.0620484
42,16.59598574,-83,-44.2919372,121.0058761,0.06234611
42,16.59598563,-83,-44.29193694,121.5571287,0.06249438
42,16.59598551,-83,-44.29193668,121.6362034,0.06264257
42,16.59598539,-83,-44.29193642,122.0517233,0.06279053
42,16.59598527,-83,-44.29193616,121.7990853,0.06293861
42,16.59598515,-83,-44.2919359,121.3154979,0.06308674
42,16.59598492,-83,-44.29193536,119.7887973,0.06338355
42,16.59598481,-83,-44.29193509,119.4960497,0.06353174
42,16.59598471,-83,-44.29193482,118.2086767,0.06368066
42,16.5959846,-83,-44.29193454,117.2143846,0.06382985
42,16.5959845,-83,-44.29193427,117.8616022,0.06397774
42,16.5959843,-83,-44.29193371,115.4919614,0.0642702
42,16.5959842,-83,-44.29193342,114.4482617,0.06441684
42,16.5959841,-83,-44.29193314,114.4324722,0.06456292
42,16.595984,-83,-44.29193286,115.393749,0.06470855
42,16.5959839,-83,-44.29193257,115.9590147,0.06485393
42,16.5959838,-83,-44.29193229,115.5467381,0.06500059
42,16.59598359,-83,-44.29193172,117.1068539,0.06529641
42,16.59598348,-83,-44.29193144,116.9900818,0.06544278
42,16.59598337,-83,-44.29193116,117.5442626,0.06559
42,16.59598326,-83,-44.29193087,118.3532832,0.06573845
42,16.59598314,-83,-44.29193059,118.3392502,0.06588764
42,16.59598293,-83,-44.29193001,116.6980222,0.06618633
42,16.59598283,-83,-44.29192972,115.8690676,0.06633528
42,16.59598272,-83,-44.29192943,115.0599316,0.06648501
42,16.59598262,-83,-44.29192914,116.1342823,0.06663411
42,16.59598251,-83,-44.29192885,116.7610574,0.06678277
42,16.59598241,-83,-44.29192856,115.6308089,0.06693135
42,16.59598222,-83,-44.29192797,113.4857125,0.06722684
42,16.59598212,-83,-44.29192767,113.7711747,0.06737331
42,16.59598203,-83,-44.29192738,112.7554803,0.06751946
42,16.59598193,-83,-44.29192708,113.7269954,0.06766729
42,16.59598183,-83,-44.29192678,114.7942172,0.06781712
42,16.59598163,-83,-44.29192619,113.9778812,0.06811506
42,16.59598153,-83,-44.29192589,113.8705595,0.06826356
42,16.59598144,-83,-44.29192559,113.9828757,0.06841259
42,16.59598135,-83,-44.29192528,112.58436,0.06856146
42,16.59598126,-83,-44.29192498,111.245298,0.06871055
42,16.59598117,-83,-44.29192467,110.7476456,0.06885975
42,16.595981,-83,-44.29192405,111.1323795,0.0691573
42,16.59598091,-83,-44.29192374,110.2893338,0.06930499
42,16.59598082,-83,-44.29192343,111.1755951,0.06945294
42,16.59598073,-83,-44.29192312,112.1171758,0.06960088
42,16.59598064,-83,-44.29192281,112.084223,0.06974757
42,16.59598046,-83,-44.29192219,112.1476086,0.07003701
42,16.59598036,-83,-44.29192189,111.848056,0.07018085
42,16.59598026,-83,-44.29192158,113.1705091,0.07032613
42,16.59598016,-83,-44.29192128,113.7950567,0.07047292
42,16.59598006,-83,-44.29192097,114.7969988,0.07061917
42,16.59597996,-83,-44.29192066,113.8846556,0.07076657
42,16.59597976,-83,-44.29192005,113.0627133,0.07106352
42,16.59597966,-83,-44.29191974,114.4090206,0.07121262
42,16.59597956,-83,-44.29191943,113.7685423,0.07136153
42,16.59597946,-83,-44.29191913,114.8919766,0.07150867
42,16.59597935,-83,-44.29191882,113.9578402,0.07165445
42,16.59597915,-83,-44.29191821,114.5794869,0.07195059
42,16.59597904,-83,-44.2919179,115.7389643,0.07209865
42,16.59597893,-83,-44.2919176,115.854361,0.07224655
42,16.59597882,-83,-44.29191729,116.3804701,0.07239386
42,16.59597871,-83,-44.29191698,115.485331,0.07254152
42,16.59597861,-83,-44.29191667,114.2214333,0.07268913
42,16.5959784,-83,-44.29191603,113.6374976,0.07298496
42,16.59597829,-83,-44.29191572,114.9256169,0.07313404
42,16.59597818,-83,-44.29191541,115.7211576,0.07328289
42,16.59597807,-83,-44.29191509,115.4147494,0.07343065
42,16.59597795,-83,-44.29191478,116.0431427,0.07357767
42,16.59597774,-83,-44.29191416,115.0212297,0.07387252
42,16.59597764,-83,-44.29191384,113.670515,0.07402125
42,16.59597754,-83,-44.29191352,112.3919252,0.07416887
42,16.59597744,-83,-44.29191319,112.9649815,0.07431737
42,16.59597734,-83,-44.29191287,112.1639924,0.07446704
42,16.59597724,-83,-44.29191254,111.4300514,0.07461546
42,16.59597705,-83,-44.2919119,112.3184314,0.07491202
42,16.59597695,-83,-44.29191157,111.5772492,0.0750601
42,16.59597686,-83,-44.29191125,111.4390351,0.07520871
42,16.59597676,-83,-44.29191092,111.1435028,0.07535801
42,16.59597667,-83,-44.29191059,112.1835705,0.07550688
42,16.59597647,-83,-44.29190994,112.1073584,0.07580353
42,16.59597636,-83,-44.29190962,113.2708616,0.07595306
42,16.59597626,-83,-44.29190929,114.0652551,0.07610196
42,16.59597615,-83,-44.29190896,113.62295,0.0762495
42,16.59597605,-83,-44.29190863,112.4959763,0.07639567
42,16.59597595,-83,-44.2919083,113.1726045,0.07654118
42,16.59597575,-83,-44.29190763,111.9098855,0.07683418
42,16.59597564,-83,-44.2919073,113.0866814,0.07698361
42,16.59597553,-83,-44.29190696,113.1180034,0.07713306
42,16.59597542,-83,-44.29190663,113.5077435,0.07728239
42,16.59597531,-83,-44.2919063,114.9102984,0.07743131
42,16.59597508,-83,-44.29190564,115.478643,0.07772613
42,16.59597497,-83,-44.29190531,115.1233301,0.07787419
42,16.59597485,-83,-44.29190498,114.426515,0.07802347
42,16.59597473,-83,-44.29190465,114.9412509,0.07817184
42,16.59597461,-83,-44.29190432,116.3468489,0.07831981
42,16.59597449,-83,-44.29190399,116.0327181,0.078468
42,16.59597425,-83,-44.29190333,116.4901867,0.07876437
42,16.59597413,-83,-44.29190299,115.3932539,0.07891194
42,16.59597402,-83,-44.29190266,115.8269807,0.07905781
42,16.5959739,-83,-44.29190232,115.0610156,0.07920451
42,16.59597378,-83,-44.29190198,115.4239745,0.07935348
42,16.59597355,-83,-44.29190131,115.4145851,0.07965024
42,16.59597342,-83,-44.29190098,116.6695141,0.07979604
42,16.5959733,-83,-44.29190065,116.6333015,0.07994293
42,16.59597318,-83,-44.29190032,117.0905663,0.08009217
42,16.59597305,-83,-44.29189999,117.342266,0.08024154
42,16.59597292,-83,-44.29189966,118.1222715,0.08038983
42,16.59597266,-83,-44.291899,117.5562728,0.08068527
42,16.59597253,-83,-44.29189867,118.5924956,0.08083293
42,16.59597239,-83,-44.29189834,118.9942934,0.08097925
